corpus,food_pool,cause,cause_role,effect,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Oil,reused oil,adulterant,dna damage,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/what-actually-happens-when-cooking-oil-is-reused-and-why-it-matters/articleshow/124779839.cms,noted DNA damage and elevated oxidative markers
News,Oil,reused oil,adulterant,cardiovascular disease,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/what-actually-happens-when-cooking-oil-is-reused-and-why-it-matters/articleshow/124779839.cms,citing increased risk of heart disease
News,Oil,reuse of cooking oil,other,public health challenge,1,1,0.8,https://www.indiatoday.in/health/story/nhrc-issues-notice-to-fssai-over-rampant-reuse-of-cooking-oil-by-eateries-2807276-2025-10-23?utm_source=rss,leading to a massive public health challenge
News,Oil,hypertension,other,fflo chroniceffect,1,1,0.9,https://www.indiatoday.in/health/story/nhrc-issues-notice-to-fssai-over-rampant-reuse-of-cooking-oil-by-eateries-2807276-2025-10-23?utm_source=rss,range of chronic health problems including hypertension
News,Oil,atherosclerosis,other,fflo chroniceffect,1,1,0.9,https://www.indiatoday.in/health/story/nhrc-issues-notice-to-fssai-over-rampant-reuse-of-cooking-oil-by-eateries-2807276-2025-10-23?utm_source=rss,"chronic health problems including hypertension, atherosclerosis"
News,Oil,adulterated oil,other,fatal for their health,1,1,0.8,https://www.freepressjournal.in/bhopal/ganj-basoda-adulterated-oil-surfaces-in-markets-ahead-of-the-festival-season,"cheap quality oil, which in turn proves fatal for their health"
News,Oil,harmful chemicals,adulterant,serious health problems,1,1,0.85,https://morungexpress.com/repeated-reuse-of-cooking-oil-can-trigger-serious-health-risks-food-safety-official,generate harmful chemicals that may lead to serious health problems
News,Oil,reusing cooking oil,other,serious health problems,1,1,0.85,https://morungexpress.com/repeated-reuse-of-cooking-oil-can-trigger-serious-health-risks-food-safety-official,produce harmful chemicals that may lead to serious health problems
News,Oil,fake edible oils,other,detrimental effects on health,1,1,0.85,https://indianexpress.com/article/lifestyle/food-wine/govt-seizes-fake-cooking-oil-harms-how-to-identify-9369475/,Consuming fake edible oils can have several detrimental effects on health
News,Oil,fake cooking oils,other,diseases linked to these adulterated products,1,1,0.8,https://indianexpress.com/article/lifestyle/food-wine/govt-seizes-fake-cooking-oil-harms-how-to-identify-9369475/,treating diseases linked to these adulterated products
News,Oil,trans fat,adulterant,heart blockage,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/fda-warns-outlets-against-repeated-use-of-edible-oil/articleshow/91821386.cms,increase the trans fat which is one of the reasons for heart blockage
News,Oil,tri ortho cresyl phosphate,adulterant,vomiting,1,1,0.9,https://indianexpress.com/article/lifestyle/food-wine/oil-adulteration-test-fssai-7513100/,symptoms started like food poisoning with vomiting
News,Oil,tri ortho cresyl phosphate,adulterant,diarrhoea,1,1,0.9,https://indianexpress.com/article/lifestyle/food-wine/oil-adulteration-test-fssai-7513100/,symptoms started like food poisoning with vomiting and diarrhea
News,Oil,tri ortho cresyl phosphate,adulterant,ascending motor paralysis,1,1,0.9,https://indianexpress.com/article/lifestyle/food-wine/oil-adulteration-test-fssai-7513100/,quickly escalated into ascending motor paralysis
News,Oil,erucic acid,adulterant,cardiac problems,1,1,0.85,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-mustard-oil-mystery-why-is-it-banned-in-the-us-and-europe/photostory/106086699.cms,elevated erucic acid concentrations raised concerns about possible cardiac problems
News,Oil,fake alcohol,adulterant,food poisoning,1,1,0.95,https://www.foodnavigator-asia.com/Article/2022/08/15/alcohol-poisoning-and-edible-oil-fraud-cases-soar-in-india/,alcohol poisonings due to the consumption of counterfeit alcohol
News,Oil,synthetic colours,adulterant,stomach infections,1,1,0.8,https://timesofindia.indiatimes.com/city/bengaluru/think-before-you-snack-namkeens-dairy-products-top-list-of-unsafe-foods-in-karnataka/articleshow/131179662.cms,Excessive consumption of these colours can lead to stomach and skin infections
News,Oil,synthetic colours,adulterant,skin infections,1,1,0.8,https://timesofindia.indiatimes.com/city/bengaluru/think-before-you-snack-namkeens-dairy-products-top-list-of-unsafe-foods-in-karnataka/articleshow/131179662.cms,Excessive consumption of these colours can lead to stomach and skin infections
News,Oil,brominated vegetable oil,other,damage to vital organs,1,1,0.9,https://timesofindia.indiatimes.com/world/us/california-leads-the-way-as-fda-moves-to-outlaw-brominated-vegetable-oil-in-sports-drinks/articleshow/104949719.cms,"linking the chemical to potential health risks, including damage to vital organs"
News,Oil,brominated vegetable oil,other,thyroid toxicity,1,1,0.9,https://timesofindia.indiatimes.com/world/us/california-leads-the-way-as-fda-moves-to-outlaw-brominated-vegetable-oil-in-sports-drinks/articleshow/104949719.cms,brominated vegetable oil is toxic to the thyroid
News,Oil,brominated vegetable oil,other,liver damage,1,1,0.85,https://timesofindia.indiatimes.com/world/us/california-leads-the-way-as-fda-moves-to-outlaw-brominated-vegetable-oil-in-sports-drinks/articleshow/104949719.cms,potential harm to the liver
News,Oil,argemone oil,adulterant,dropsy,1,1,0.95,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,argemone oil which causes dropsy
News,Oil,vegetable oil/fat,adulterant,heart lesions,1,1,0.85,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,"poses potential health risks, including heart lesions"
News,Oil,vegetable oil/fat,adulterant,liver related issues,1,1,0.85,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,"poses potential health risks, including heart lesions, liver-related issues"
News,Oil,vegetable oil/fat,adulterant,complications in growth and behavioral development,1,1,0.85,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,"poses potential health risks, including heart lesions, liver-related issues, and complications in growth and behavioral development"
News,Oil,bromine,adulterant,mucous membrane irritation,1,1,0.85,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,Bromine has the potential to irritate the skin and mucous membranes
News,Oil,vegetable oil/fat,adulterant,headaches,1,1,0.8,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,Extended exposure may result in neurological symptoms such as headaches
News,Oil,vegetable oil/fat,adulterant,neurological symptoms,1,1,0.85,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,Extended exposure may result in neurological symptoms
News,Oil,brominated vegetable oil,other,heart lesions,1,1,0.85,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,"poses potential health risks, including heart lesions"
News,Oil,vegetable oil/fat,adulterant,nerve problems,1,1,0.85,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,"Accumulation of bromine in the body from BVO can potentially result in issues such as memory loss, as well as skin and nerve problems"
News,Oil,calcium carbide,adulterant,gastro intestinal diseases,1,1,0.8,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,Consumption of these chemically ripened fruits has reportedly led to a spike in gastro-intestinal diseases
News,Oil,acetylene gas,adulterant,gastro intestinal diseases,1,1,0.8,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,Consumption of these chemically ripened fruits has reportedly led to a spike in gastro-intestinal diseases
News,Oil,calcium carbide,adulterant,gastrointestinal diseases,1,1,0.9,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,chemicals used in the ripening process are harmful when ingested
News,Oil,acetylene gas,adulterant,gastrointestinal diseases,1,1,0.9,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,chemicals used in the ripening process are harmful when ingested
News,Oil,decayed or spoiled meat,adulterant,threatens public health,1,1,0.8,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,threatens public health
News,Oil,food adulteration,other,severe legal consequences for offenders,1,1,0.85,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,food adulteration can lead to severe legal consequences for offenders
News,Oil,adulterated coconut oil,adulterant,health risk,1,1,0.75,https://www.newindianexpress.com/states/kerala/2025/Jul/25/coconut-oil-price-skyrockets-crosses-rs-500-per-litre,adulterated coconut oil is flooding the market posing a health risk
News,Oil,argemone mexicana seed oil,adulterant,epidemic dropsy,1,1,0.95,https://www.hindustantimes.com/cities/chandigarh-news/3-dropsy-deaths-patiala-health-officials-launch-probe-101728500333054.html,Epidemic dropsy is a clinical state resulting from the use of edible oils adulterated with Argemone mexicana seed oil.
News,Oil,analogue paneer,adulterant,food poisoning,1,1,0.85,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,"pose significant public health risks, including food poisoning"
News,Oil,analogue paneer,adulterant,allergic reaction,1,1,0.85,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,including food poisoning and allergic reactions
News,Oil,adulteration practices,other,food poisoning,1,1,0.85,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,"practices pose significant public health risks, including food poisoning"
News,Oil,adulteration practices,other,allergic reaction,1,1,0.85,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,"practices pose significant public health risks, including food poisoning, allergic reactions"
News,Oil,healtheffect_deterioration,other,acuteeffect,1,1,0.75,https://timesofindia.indiatimes.com/city/noida/2-fall-ill-after-consuming-mcdonalds-cheese-and-theobroma-cake/articleshow/109739869.cms,health condition deteriorated after having the cake
News,Oil,cheese analogue,adulterant,food poisoning,1,1,0.9,https://indianexpress.com/article/cities/mumbai/mumbai-550-kg-fake-cheese-sold-as-paneer-seized-10213225/,poses serious health risks including food poisoning
News,Oil,trans fat,adulterant,cardiovascular disease,1,1,0.9,https://www.thehindu.com/news/cities/bangalore/karnataka-food-safety-and-drug-administration-shifts-focus-to-trans-fat-reduction-in-cooking-oil/article69879479.ece,link between trans fat and non-communicable diseases such as heart disease
News,Oil,trans fat,adulterant,cancer/carcinogenicity,1,1,0.9,https://www.thehindu.com/news/cities/bangalore/karnataka-food-safety-and-drug-administration-shifts-focus-to-trans-fat-reduction-in-cooking-oil/article69879479.ece,link between trans fat and non-communicable diseases such as heart disease and cancer
News,Oil,reuse of used cooking oil,other,serious health risks,1,1,0.8,https://www.thehindu.com/news/cities/bangalore/karnataka-food-safety-and-drug-administration-shifts-focus-to-trans-fat-reduction-in-cooking-oil/article69879479.ece,practice that poses serious health risks
News,Oil,acrolein,adulterant,cancer/carcinogenicity,1,1,0.9,https://www.newindianexpress.com/states/tamil-nadu/2024/Aug/03/collection-of-reused-cooking-oil-from-eateries-goes-up-three-fold-in-madurai,"Acrolein, which is a potential carcinogen"
News,Oil,repurposed cooking oil,other,fatty liver,1,1,0.85,https://www.newindianexpress.com/states/tamil-nadu/2024/Aug/03/collection-of-reused-cooking-oil-from-eateries-goes-up-three-fold-in-madurai,causing complications such as ... fatty liver
News,Oil,repurposed cooking oil,adulterant,food poisoning,1,1,0.85,https://www.newindianexpress.com/states/tamil-nadu/2024/Aug/03/collection-of-reused-cooking-oil-from-eateries-goes-up-three-fold-in-madurai,"health hazards, including food poisoning, when chicken is cooked in repurposed oil"
News,Oil,adulterated food,other,vomiting,1,1,0.85,https://timesofindia.indiatimes.com/city/bhubaneswar/schoolchildren-at-a-greater-risk/articleshow/129567824.cms,"abdominal pain, vomiting, nausea occur"
News,Oil,adulterated food,other,itching,1,1,0.85,https://timesofindia.indiatimes.com/city/bhubaneswar/schoolchildren-at-a-greater-risk/articleshow/129567824.cms,"skin rashes, itching and swelling"
