food,adulterant_or_substitute,news_triplet_rows,news_distinct_articles,mean_model_confidence,confidence_weighted_article_support,fssai_baseline_direct_pair_rows,fssai_baseline_candidate_mentions,fssai_baseline_candidate_method_rows,news_candidate_method_rows,fssai_baseline_method_examples,news_method_examples,news_health_relation_articles,locally_linked_effects,baseline_gap_class,test_coverage_class,priority_score_0_100,priority_interpretation,example_url,example_evidence
tirupati prasadam,beef tallow,1,1,0.85,0.85,0,0,0,3,,Ghee Adulteration Finding --identifies--> beef tallow; Tirupati laddu adulteration allegation --identifies--> beef tallow; TDP lab report finding --identifies--> beef tallow,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.news18.com/politics/animal-fat-in-tirupati-laddu-prasadam-karnataka-milk-federation-clarifies-after-andhra-cms-allegations-9056355.html,"adulterated oil containing ""beef tallow"" in the ghee used for making the world-renowned Tirupati prasadam"
toast,saccharin,1,1,0.85,0.85,0,4,0,1,,Fake Paneer Incident Finding --identifies--> saccharin,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/indore/bakery-sealed-after-raid-finds-undeclared-artificial-sweetener-in-toast/articleshow/125233365.cms,"suspicious artificial sweetener (potentially saccharin) on the premises, which the proprietor admitted was being mixed into the toast products"
truffle,truffle oil,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/real-vs-fake-truffles-price-origin-france-truffle-chinese-truffles/articleshow/131530089.cms,bottled simulacrum â a copy so convincing it risks replacing the original
truffle oil,synthetic truffle aroma,2,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/real-vs-fake-truffles-price-origin-france-truffle-chinese-truffles/articleshow/131530089.cms,recreate that in a lab and fool a lot of people
turmeric,artificial coloring,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,Spices like turmeric or chili powder may be mixed with artificial coloring
turmeric,spurious material,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/cities/Visakhapatnam/ghee-oil-manufacturing-units-in-city-raided/article34259509.ece,"preparing chilli powder, turmeric and some spices with spurious material"
turmeric powder,chalk powder,1,1,0.85,0.85,0,0,0,1,,chalk powder --detectedby--> diluted HCl test,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,turmeric may contain chalk powder
wheat flour,expired wheat flour,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/cities/Hyderabad/over-5000-litres-of-adulterated-cooking-oil-seized-in-gachibowli-expired-wheat-flour-repackaged-for-sale/article70724996.ece,expired wheat flour sourced from multiple companies was repackaged and relabelled as “Jasnath Gold Chakki Atta”
Tirupati laddu,substandard ingredients,3,3,0.7333,2.2,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.14,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/news/india/tirupati-laddu-row-fssai-issues-show-cause-notice-to-ghee-supplier/articleshow/113606936.cms,used substandard ingredients and animal fat in Tirupati laddus
Cheese,skimmed milk powder,2,2,0.775,1.55,0,2,0,2,,skimmed milk powder --outputof--> milk processing; skimmed milk powder --outputof--> Padalur milk powder plant,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,53.05,heuristic discovery rank; not a prevalence or risk estimate,https://assamtribune.com/guwahati/assam-food-safety-raids-uncover-illegal-fruit-ripening-unsafe-food-products-1612781,cheese allegedly prepared using skimmed milk powder
laddu,maida,2,1,0.825,0.85,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,52.61,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,"instead of using besan, the unscrupulous sweetmakers were allegedly preparing laddu from maida"
Mustard oil,rice bran oil,11,6,0.9136,5.6,0,2,1,0,Rice bran oil --outputof--> rice milling,,0,,"candidate represented, but food-adulterant relation absent",candidate-specific method relation represented,52.47,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/nation/2022/nov/17/27-per-cent-samples-of-edible-oil-other-food-items-from-4-firms-in-thane-found-adulterated-fda-2519197.html,rice bran oil was mixed in a product sold as mustard oil
Ghee,harmful substances,1,1,0.7,0.7,0,0,0,0,,,1,chronic disease (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,52.24,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-govt-vows-strict-action-over-adulterated-ghee-in-ttd-prasadam/article70587850.ece,enabled the use of harmful substances in ghee production
Ghee,spurious substance,2,2,0.75,1.5,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,52.18,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/andhra-pradesh/tirumala-ghee-adulteration-case-sit-completes-probe-files-final-chargesheet-1041872,supply of spurious ghee
Paneer,adulterated paneer,2,2,0.75,1.5,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,52.18,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana15quintal-adulterated-paneer-destroyed-101728752710417.html,"1.5 quintals of ""adulterated"" paneer was seized"
Tirupati laddu,ghee,5,5,0.81,4.05,0,22,2,14,RP-HPLC --detectedby--> Ghee; GLC --detectedby--> Ghee,ghee --inputto--> laddu production; ghee --inputto--> laddu making; Analysis of ghee at JNTU Kakinada --isperformedon--> ghee; ghee --detectedby--> LaboratoryTest; ghee --inputto--> making laddu prasadam,1,harmful for health (1),"candidate represented, but food-adulterant relation absent",candidate-specific method relation represented,52.01,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/vijayawada/naidu-pawan-alleges-organised-conspiracy-behind-tirumala-laddu-ghee-adulteration/articleshow/128759552.cms,adulteration of ghee used in preparing Tirumala laddu prasadam
Coconut oil,cheaper oils,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/how-to-check-the-purity-of-coconut-oil/articleshow/116632336.cms,adulteration with cheaper oils
Edible/cooking oil,cockroaches,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,found cockroaches and rats in the oil production area
Edible/cooking oil,degraded cooking oil,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanherald.com/india/fssai-pulls-up-mcdonalds-over-use-of-rotten-tomatoes-and-reused-oil-3896279,oil repeatedly used in cooking and unfit of consumption
Edible/cooking oil,industrial oils,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/how-to-identify-fake-cooking-oil-fssai-recommended-tips/articleshow/110694766.cms,industrial oils may be repurposed for cooking
Edible/cooking oil,spurious cooking oil,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,suspected spurious cooking oil
Edible/cooking oil,stale and hazardous cooking oil,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,evidence of the reuse of stale and hazardous cooking oil
Ghee,linoleic acid,1,1,0.8,0.8,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ghee-used-for-tirupati-laddu-had-beef-tallow-fish-oil-pork-fat-tests-1824705,lauric acid and linoleic acid were way above the permissible limits for pure cow ghee
Ghee,plant oil,2,1,0.8,0.85,0,0,0,1,,plant oil --detectedby--> LaboratoryTest,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://www.theweek.in/theweek/statescan/2024/10/05/political-stunts-in-the-wake-of-the-tirumala-adulteration-case-are-unlikely-to-yield-electoral-gains-tirupati-laddu-controversy.html,adulterated with plant oil and animal fat
Ghee,sanchi brand counterfeit ghee,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://www.freepressjournal.in/indore/markets-flooded-with-spurious-ghee-fsos-collect-samples-of-over-30-ghee-brands-waiting-for-reports,"counterfeit ghee, supplied in the name of Sanchi"
Ghee,yellow food colour,3,1,0.8,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://www.rediff.com/news/report/adulterated-ghee-seized-in-udaipur-raid/20260530.htm,colour was being mixed into ghee
Khoya/mawa,dangerous chemicals,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/1500-kg-fake-paneer-and-mawa-seized-in-ghaziabad-8-smart-alternatives-for-popular-dishes-for-the-holi-celebration/photostory/128815903.cms,dangerous chemcials which are reported to be added to mawa samples
Khoya/mawa,substandard materials,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/kanpur/adulterated-edible-oil-worth-rs53l-seized-in-kanpur-raid/articleshow/124465364.cms,mawa made from substandard materials
Khoya/mawa,synthetic fat,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://www.financialexpress.com/life/lifestyle-worried-about-adulterated-diwali-sweets-dietitian-on-how-to-recognise-fake-khoya-4011313/,it's probably mixed with detergent or synthetic fat
Milk,chemical,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/thiruvananthapuram/special-squads-to-conduct-inspections-at-food-outlets/articleshow/93977742.cms,chemical-added milk
Milk,non milk raw materials,1,1,0.8,0.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,51.74,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/surat/surat-sees-13-fold-spike-in-fake-substandard-food/articleshow/127917193.cms,manufactured using raw materials other than milk and were being sold as genuine milk-based items
